timeOpen,timeClose,timeHigh,timeLow,open,high,low,close,volume,marketCap,timestamp
2018-12-30T00:00:00.000Z,"""2018-12-30T23:59:59.999Z""","""2018-12-30T09:33:00.000Z""","""2018-12-30T00:24:00.000Z""",0.3652476902,0.371147399,0.3622636246,0.3695812157,486955034.39,15076740856.3326,"""2018-12-30T23:59:59.999Z"
2018-12-29T00:00:00.000Z,"""2018-12-29T23:59:59.999Z""","""2018-12-29T09:06:00.000Z""","""2018-12-29T23:58:00.000Z""",0.3783462864,0.383936863,0.367079862,0.3672518411,617892296.77,14981716068.1975,"""2018-12-29T23:59:59.999Z"
2018-12-28T00:00:00.000Z,"""2018-12-28T23:59:59.999Z""","""2018-12-28T19:09:02.000Z""","""2018-12-28T02:02:00.000Z""",0.3418074446,0.3794159189,0.3391390979,0.3768519158,765420103.12,15373342678.0375,"""2018-12-28T23:59:59.999Z"
2018-12-27T00:00:00.000Z,"""2018-12-27T23:59:59.999Z""","""2018-12-27T01:07:00.000Z""","""2018-12-27T23:29:00.000Z""",0.3791058901,0.3796075506,0.3362815063,0.3411620093,575821046.58,13917404308.5459,"""2018-12-27T23:59:59.999Z"
2018-12-26T00:00:00.000Z,"""2018-12-26T23:59:59.999Z""","""2018-12-26T01:32:01.000Z""","""2018-12-26T15:04:03.000Z""",0.3799913264,0.3913339681,0.363440616,0.3786926191,690588635.09,15448432551.6306,"""2018-12-26T23:59:59.999Z"
2018-12-25T00:00:00.000Z,"""2018-12-25T23:59:59.999Z""","""2018-12-25T00:04:01.000Z""","""2018-12-25T04:19:03.000Z""",0.4084391908,0.4084391908,0.3693623825,0.3808716866,955306079.64,15537325694.9142,"""2018-12-25T23:59:59.999Z"
2018-12-24T00:00:00.000Z,"""2018-12-24T23:59:59.999Z""","""2018-12-24T08:33:00.000Z""","""2018-12-24T00:00:02.000Z""",0.3723977807,0.4484767374,0.3723977807,0.4067986804,1688430313.01,16594994618.0122,"""2018-12-24T23:59:59.999Z"
2018-12-23T00:00:00.000Z,"""2018-12-23T23:59:59.999Z""","""2018-12-23T11:41:03.000Z""","""2018-12-23T00:39:03.000Z""",0.363044512,0.3814762145,0.3618074144,0.3712704773,634162706.81,15145652798.4735,"""2018-12-23T23:59:59.999Z"
2018-12-22T00:00:00.000Z,"""2018-12-22T23:59:59.999Z""","""2018-12-22T23:20:01.000Z""","""2018-12-22T05:32:03.000Z""",0.3588846455,0.3629678163,0.3498701759,0.3623082678,487175830.17,14780047339.8459,"""2018-12-22T23:59:59.999Z"
2018-12-21T00:00:00.000Z,"""2018-12-21T23:59:59.999Z""","""2018-12-21T02:06:01.000Z""","""2018-12-21T21:05:00.000Z""",0.3767557759,0.3840887381,0.354035114,0.35857017,724747471.22,14627554926.2073,"""2018-12-21T23:59:59.999Z"
2018-12-20T00:00:00.000Z,"""2018-12-20T23:59:59.999Z""","""2018-12-20T10:04:01.000Z""","""2018-12-20T00:12:01.000Z""",0.3473612474,0.3889744196,0.3470559585,0.3781985211,1006287680,15416266365.8491,"""2018-12-20T23:59:59.999Z"
2018-12-19T00:00:00.000Z,"""2018-12-19T23:59:59.999Z""","""2018-12-19T13:43:00.000Z""","""2018-12-19T21:40:03.000Z""",0.3550597901,0.3933296275,0.3482008688,0.3519555719,1041279272.34,14346541678.6659,"""2018-12-19T23:59:59.999Z"
2018-12-18T00:00:00.000Z,"""2018-12-18T23:59:59.999Z""","""2018-12-18T23:59:00.000Z""","""2018-12-18T09:17:00.000Z""",0.3290220592,0.3501619538,0.3252911489,0.3501619538,753758216.81,14273429558.8071,"""2018-12-18T23:59:59.999Z"
